Action ID,Deal Type,Announce Date,Target Ticker,Acquirer Ticker,Deal Status,Deal Offer,Deal Attributes,Deal Description,Currency of Deal,Proposed Deal Type,Payment Type,Proposal Date,Amendment Date,Competing Bid Date,Completion/Termination Date,Announced Premium,Competing Bid Premium,Current Premium,Percent Owned,Percent Sought,Target Termination Fee,Acquirer Termination Fee,Has Contingency Payment,Target Industry Sector,Acquirer Industry Sector,Adviser Fees Disclosed,Target Legal Adviser,Acquirer Legal Adviser,Legal Adviser to Target Financial,Legal Adviser to Acquirer Financial,Target Financial Adviser,Acquirer Financial Adviser,Acquirer Financial Adviser Fee,Nature of Bid,Target Country/Region,Acquirer Country/Region,Target Security Description,Acquirer Security Description,Target Security Type,Acquirer Security Type,Target Revenue,Target Total Assets,Acquirer Total Assets,Acquirer Revenue,Target Gross Fixed Assets,Acquirer Gross Fixed Assets,Target Other Current Assets,Acquirer Other Assets,Target Current Assets to Total Assets,Acquirer Current Assets to Total Assets,Target Current Assets Reported,Acquirer Current Assets Reported,Acquirer Other Assets to Total Assets,Target Total Assets (FY-Specific - BDP),Target Revenue (FY-Specific - BDP),Acquirer Total Assets (FY-Specific - BDP),Acquirer Revenue (FY-Specific - BDP),Target Total Assets (Best Available),Target Total Assets Source,Acquirer Total Assets (Best Available),Acquirer Total Assets Source,Target Revenue (Best Available),Target Revenue Source,Acquirer Revenue (Best Available),Acquirer Revenue Source,Announced Total Value (mil.),Regime No.,Regime Start,Regime End,Intermediate Combined (R'm),Intermediate Target (R'm),Large Combined (R'm),Large Target (R'm),CPI Index (Dec 2024=100),CPI YoY %,Nominal GDP (R million),"Real GDP (R million, 2015 prices)","GDP Deflator (Index, 2015=100)",GDP Deflator YoY %,Market Capitalisation (R million),"Combined Limb Value (best of 4 routes, R'm)","Target Limb Value (max of assets/turnover, R'm)",Classification,Data Completeness,Year
17161643,M&A,2005/2/15,INM SJ,WNH SJ,Completed,,"Company Takeover, Additional Stake Purchase",Winhold Ltd acquired Inmins Ltd for ZAR 52.71M. The transaction was announced on 2/15/2005 and completed on 5/16/2005.,ZAR,,Stock,,,,2005/5/16,-9.07,,,60.000000,40.000000,,,No,Industrials,Materials,N,,Fluxmans,,,,,,Friendly,South Africa,South Africa,INM,WNH,Common Stock,Common Stock,440.53,,521.812,1149.04,,264.97,,,,67.2501,,350.919,,,440.5299987792969,299.4150085449219,734.8809814453125,,Missing,299.4150085449219,FY-specific (point-in-time),440.5299987792969,FY-specific (point-in-time),734.8809814453125,FY-specific (point-in-time),52.71,2,2001-02-01,2009-03-31,200,30,3500,100,35.275,3.4,1837001.4,3411409.9,53.8487444736559,5.5970108718677,3586112.0,1589.57,440.53,Intermediate,Partial (3/4),2005
17203439,M&A,2005/2/21,GNK SJ,SAABB SS,Completed,,"Cross Border, Majority Purchase, Additional Stake Purchase",Saab AB acquired Grintek Ltd for ZAR 178.47M. The transaction was announced on 2/21/2005 and completed on 5/16/2005.,ZAR,,Cash,,2005/4/19,,2005/5/16,14.16,,,21.200001,48.799999,,,No,Industrials,Industrials,N,,Edward Nathan,,,Investec Bank,Nedbank Capital,,Friendly,South Africa,Sweden,GNK,SAABB,Common Stock,Common Stock,1406.42,1226.67,224006,144466,251.375,61376,52.465,,77.8026,66.2192,954.379,148335,,1226.66796875,1406.4189453125,27509,17848,1226.66796875,FY-specific (point-in-time),27509.0,FY-specific (point-in-time),1406.4189453125,FY-specific (point-in-time),17848.0,FY-specific (point-in-time),178.47,2,2001-02-01,2009-03-31,200,30,3500,100,35.275,3.4,1837001.4,3411409.9,53.8487444736559,5.5970108718677,3586112.0,225412.42,1406.42,Large,Full (4/4),2005
17708145,BUY,2005/4/7,IPL SJ,IPL SJ,Pending,,,,ZAR,,,,,,2005/6/27,-3.65,,,0.000000,0.000000,,,,Consumer Discretionary,Consumer Discretionary,N,,,,,,,,,South Africa,,IPL,IPL,Common Stock,Common Stock,52208,30329,30329,52208,12529,12529,5765,,53.4703,53.4703,16217,16217,,23225,35150,23225,35150,23225.0,FY-specific (point-in-time),23225.0,FY-specific (point-in-time),35150.0,FY-specific (point-in-time),35150.0,FY-specific (point-in-time),1405.94,2,2001-02-01,2009-03-31,200,30,3500,100,35.275,3.4,1837001.4,3411409.9,53.8487444736559,5.5970108718677,3586112.0,104416.0,52208.0,Large,Full (4/4),2005
177868363,INV,2018/9/18,WBC SJ,NPN SJ,Pending,,Minority Purchase,Naspers Ltd announced the acquisition of a minority stake in WBC Holdings Pty Ltd. The transaction was announced on 9/18/2018 and is currently pending.,ZAR,,Undisclosed,,,,,,,,0.000000,0.000000,,,No,Financials,Communications,N,,,,,,,,Friendly,South Africa,South Africa,WBC,NPN,Common Stock,Common Stock,26656.2,5352.69,1.35492e+06,188265,2243.74,30301.7,165.506,,62.4952,24.7939,3345.18,335937,70.525,,,21930,6098,5352.69,MA-screen (current/latest - NOT point-in-time),21930.0,FY-specific (point-in-time),26656.2,MA-screen (current/latest - NOT point-in-time),6098.0,FY-specific (point-in-time),1400.00,4,2017-10-01,2026-04-30,600,100,6600,190,74.725,4.61666666666667,5363190.4,4571783.4,117.310684491308,3.99329416011343,12701949.0,1381576.2,26656.2,Large,Full (4/4),2018
17859440,M&A,2005/4/26,SPR SJ,MSM SJ,Completed,,Majority Purchase,Massmart Holdings Ltd acquired Moresport Holdings Ltd for ZAR 403.80M. The transaction was announced on 4/26/2005 and completed on 7/26/2005.,ZAR,,Cash,,,,2005/7/26,,,,0.000000,84.099998,,,No,Consumer Discretionary,Consumer Staples,N,,,,,,,,Friendly,South Africa,South Africa,SPR,MSM,Common Stock,Common Stock,520.01,302.782,40144.7,77621.6,85.429,26034.2,,,78.6589,42.1331,238.165,16914.2,,,,7040.4,23943.9,302.782,MA-screen (current/latest - NOT point-in-time),7040.4,FY-specific (point-in-time),520.01,MA-screen (current/latest - NOT point-in-time),23943.9,FY-specific (point-in-time),403.80,2,2001-02-01,2009-03-31,200,30,3500,100,35.275,3.4,1837001.4,3411409.9,53.8487444736559,5.5970108718677,3586112.0,78141.61,520.01,Large,Full (4/4),2005
17929477,BUY,2005/4/29,AFX SJ,AFX SJ,Pending,,,,ZAR,,,,,,2005/7/4,-13.00,,,0.000000,0.000000,,,,Materials,Materials,N,,Bowman Gilfill,,,,Standard Bank of,,,South Africa,,AFX,AFX,Common Stock,Common Stock,6086,7230,7230,6086,8325,8325,324,,47.1508,47.1508,3409,3409,,5631.35400390625,2921.362060546875,5631.35400390625,2921.362060546875,5631.35400390625,FY-specific (point-in-time),5631.35400390625,FY-specific (point-in-time),2921.362060546875,FY-specific (point-in-time),2921.362060546875,FY-specific (point-in-time),660.68,2,2001-02-01,2009-03-31,200,30,3500,100,35.275,3.4,1837001.4,3411409.9,53.8487444736559,5.5970108718677,3586112.0,14460.0,7230.0,Large,Full (4/4),2005
18007045,M&A,2005/5/9,ABG SJ,BARC LN,Completed,,"Cross Border, Majority Purchase, Tender Offer",Barclays PLC acquired Absa Group Ltd for ZAR 29472.71M. The transaction was announced on 5/9/2005 and completed on 7/25/2005.,ZAR,,Cash,,,,2005/7/25,7.00,,,0.000000,53.959999,,,No,Financials,Financials,N,Freehills/Linklaters/Webber Wentzel,Clifford Chance/Deneys Reitz,Sullivan Cromwel,,ABSA Corp Merch/Goldman Sachs/Merrill Lynch/Rothschild & Co,Barclays Capital/JP Morgan,,Friendly,South Africa,United Kingdom,ABG,BARC,Common Stock,Common Stock,207703,2.23948e+06,3.4413e+07,1.28697e+06,,,,2.48301e+07,,,,,,306848,39654,538181,21817,306848.0,FY-specific (point-in-time),538181.0,FY-specific (point-in-time),39654.0,FY-specific (point-in-time),21817.0,FY-specific (point-in-time),29472.73,2,2001-02-01,2009-03-31,200,30,3500,100,35.275,3.4,1837001.4,3411409.9,53.8487444736559,5.5970108718677,3586112.0,36652480.0,2239480.0,Large,Full (4/4),2005
18024920,BUY,2004/11/4,FSR SJ,FSR SJ,Completed,,,,ZAR,,,,,,2005/5/9,-8.73,,,0.000000,0.000000,,,,Financials,Financials,N,,Deneys Reitz/MJ King Inc,,,,Firstrand Bank/Rothschild & Co,,,South Africa,,FSR,FSR,Common Stock,Common Stock,241219,2.74281e+06,2.74281e+06,241219,,,,1.248e+06,,,,,,393674,34830,393674,34830,393674.0,FY-specific (point-in-time),393674.0,FY-specific (point-in-time),34830.0,FY-specific (point-in-time),34830.0,FY-specific (point-in-time),5110.92,2,2001-02-01,2009-03-31,200,30,3500,100,34.15,1.39166666666667,1652434.1,3240411.7,50.994572695809,6.04217307187445,2566352.0,5485620.0,2742810.0,Large,Full (4/4),2004
180627567,M&A,2018/11/2,IWE SJ,SCHP FP,Completed,,"Company Takeover, Cross Border",Seche Environnement SA acquired Interwaste Holdings Ltd for ZAR 674.97M. The transaction was announced on 11/2/2018 and completed on 3/5/2019.,ZAR,,Cash,,,,2019/3/5,31.15,,,0.000000,100.000000,,,No,Industrials,Industrials,N,,,,,,,,Friendly,South Africa,France,IWE,SCHP,Common Stock,Common Stock,1033.09,1082.08,50734.7,25305.6,1169.08,30754.3,17.833,,30.3898,43.2462,328.843,21940.8,32.758,1082.084,1033.085,877.262,534.464,1082.084,FY-specific (point-in-time),877.262,FY-specific (point-in-time),1033.085,FY-specific (point-in-time),534.464,FY-specific (point-in-time),674.97,4,2017-10-01,2026-04-30,600,100,6600,190,74.725,4.61666666666667,5363190.4,4571783.4,117.310684491308,3.99329416011343,12701949.0,51816.78,1082.08,Large,Full (4/4),2018
18161831,INV,2005/5/23,VUN SJ,ABG SJ,Completed,,Minority Purchase,Absa Group Ltd acquired a minority stake in Vunani Ltd. The transaction was completed on 5/23/2005. Financial terms of the transaction are undisclosed.,ZAR,,Undisclosed,,,,2005/5/23,,,,0.000000,20.000000,,,No,Financials,Financials,N,,,,,,,,Friendly,South Africa,South Africa,VUN,ABG,Common Stock,Common Stock,808.796,1989.22,2.23948e+06,207703,135.945,,35.974,885775,38.8187,,772.19,,,,,306848,39654,1989.22,MA-screen (current/latest - NOT point-in-time),306848.0,FY-specific (point-in-time),808.796,MA-screen (current/latest - NOT point-in-time),39654.0,FY-specific (point-in-time),,2,2001-02-01,2009-03-31,200,30,3500,100,35.275,3.4,1837001.4,3411409.9,53.8487444736559,5.5970108718677,3586112.0,2241469.22,1989.22,Large,Full (4/4),2005
181766307,INV,2018/11/23,QFH SJ,OMU SJ,Completed,,Minority Purchase,Old Mutual Ltd acquired a minority stake in Quantum Foods Holdings Ltd. The transaction was completed on 11/23/2018. Financial terms of the transaction are undisclosed.,ZAR,,Undisclosed,,,,2018/11/23,,,,0.000000,5.410000,,,No,Consumer Staples,Financials,N,,,,,,,,Friendly,South Africa,South Africa,QFH,OMU,Common Stock,Common Stock,7146.54,3475.89,1.36792e+06,137675,2791.01,,531.581,,53.3369,,1853.93,,3.36927,2254.655,4051.89,3046886,174210,2254.655,FY-specific (point-in-time),3046886.0,FY-specific (point-in-time),4051.89,FY-specific (point-in-time),174210.0,FY-specific (point-in-time),,4,2017-10-01,2026-04-30,600,100,6600,190,74.725,4.61666666666667,5363190.4,4571783.4,117.310684491308,3.99329416011343,12701949.0,1375066.54,7146.54,Large,Full (4/4),2018
182094098,INV,2018/11/29,MTN SJ,184023Z SJ,Completed,,Additional Stake Purchase,Public Investment Corp Ltd acquired MTN Group Ltd. The transaction was completed on 11/29/2018. Financial terms of the transaction are undisclosed.,ZAR,,Undisclosed,,,,2018/11/29,,,,0.220000,24.738001,,,No,Communications,Financials,N,,,,,,,,Friendly,South Africa,South Africa,MTN,184023Z,Common Stock,Private Comp,226707,498712,4617.25,1261.76,,185.389,96215,,37.2786,85.5959,185913,3952.18,12.1495,244282,132869,2665.717,1112.864,244282.0,FY-specific (point-in-time),2665.717,FY-specific (point-in-time),132869.0,FY-specific (point-in-time),1112.864,FY-specific (point-in-time),,4,2017-10-01,2026-04-30,600,100,6600,190,74.725,4.61666666666667,5363190.4,4571783.4,117.310684491308,3.99329416011343,12701949.0,503329.25,498712.0,Large,Full (4/4),2018
182480482,INV,2018/12/4,TRU SJ,INL SJ,Completed,,Minority Purchase,Investec Ltd acquired a minority stake in Truworths International Ltd. The transaction was completed on 12/4/2018. Financial terms of the transaction are undisclosed.,ZAR,,Undisclosed,,,,2018/12/4,,,,0.000000,5.345000,,,No,Consumer Discretionary,Financials,N,,,,,,,,Friendly,South Africa,South Africa,TRU,INL,Common Stock,Common Stock,21339,20089,1.43453e+06,111529,,,2583,,54.5921,,10967,,9.32369,16139,18065,53534.832,3976.258,16139.0,FY-specific (point-in-time),53534.832,FY-specific (point-in-time),18065.0,FY-specific (point-in-time),3976.258,FY-specific (point-in-time),,4,2017-10-01,2026-04-30,600,100,6600,190,74.725,4.61666666666667,5363190.4,4571783.4,117.310684491308,3.99329416011343,12701949.0,1455869.0,21339.0,Large,Full (4/4),2018
183132885,M&A,2018/12/14,AER SJ,CG US,Completed,,"PE Buyout, Company Takeover, Cross Border, Private Equity",Stellar Capital Partners Ltd sold Amalgamated Electronic Corp Ltd to Carlyle Group Inc/The for ZAR 413.00M. The transaction was announced on 12/14/2018 and completed on 6/24/2019.,ZAR,,Cash,,,,2019/6/24,,,,0.000000,100.000000,,,No,Industrials,Financials,N,,Latham & Watkins,,,,,,Friendly,South Africa,United States,AER,CG,Common Stock,Common Stock,131.28,164.709,482362,87568.1,52.59,,6.219,,45.7492,,75.353,,5.77483,,,12280.6,3764.6,164.709,MA-screen (current/latest - NOT point-in-time),12280.6,FY-specific (point-in-time),131.28,MA-screen (current/latest - NOT point-in-time),3764.6,FY-specific (point-in-time),413.00,4,2017-10-01,2026-04-30,600,100,6600,190,74.725,4.61666666666667,5363190.4,4571783.4,117.310684491308,3.99329416011343,12701949.0,482526.709,164.709,Intermediate,Full (4/4),2018
183632132,INV,2018/12/20,PIK SJ,184023Z SJ,Completed,,Additional Stake Purchase,Public Investment Corp Ltd acquired Pick n Pay Stores Ltd. The transaction was completed on 12/20/2018. Financial terms of the transaction are undisclosed.,ZAR,,Undisclosed,,,,2018/12/20,,,,0.640000,9.503000,,,No,Consumer Staples,Financials,N,,,,,,,,Friendly,South Africa,South Africa,PIK,184023Z,Common Stock,Private Comp,120290,45497,4617.25,1261.76,26559,185.389,971,,42.4204,85.5959,19300,3952.18,12.1495,17791.8,77486.1,2665.717,1112.864,17791.8,FY-specific (point-in-time),2665.717,FY-specific (point-in-time),77486.1,FY-specific (point-in-time),1112.864,FY-specific (point-in-time),,4,2017-10-01,2026-04-30,600,100,6600,190,74.725,4.61666666666667,5363190.4,4571783.4,117.310684491308,3.99329416011343,12701949.0,124907.25,120290.0,Large,Full (4/4),2018
18380116,M&A,2005/6/2,BRM SJ,IVT SJ,Completed,,"Company Takeover, Additional Stake Purchase, Tender Offer",Invicta Holdings Ltd acquired Bearing Man Ltd/South Africa for ZAR 333.95M. The transaction was announced on 6/2/2005 and completed on 9/2/2005.,ZAR,,Cash or Stock,,,,2005/9/2,2.33,,,60.650002,39.349998,,,No,Consumer Discretionary,Consumer Discretionary,N,Bernadt Vukic,,,,,,,Friendly,South Africa,South Africa,BRM,IVT,Common Stock,Common Stock,1009.3,535.025,9603.56,8442.75,137.624,2073.24,140.042,,82.3655,60.1274,440.676,5774.37,,535.025,1009.305,967.8460083007812,2069.1630859375,535.025,FY-specific (point-in-time),967.8460083007812,FY-specific (point-in-time),1009.305,FY-specific (point-in-time),2069.1630859375,FY-specific (point-in-time),333.95,2,2001-02-01,2009-03-31,200,30,3500,100,35.275,3.4,1837001.4,3411409.9,53.8487444736559,5.5970108718677,3586112.0,10612.859999999999,1009.3,Large,Full (4/4),2005
18453570,BUY,2005/3/17,APN SJ,APN SJ,Pending,,,,ZAR,,,,,,2005/6/27,-1.02,,,0.000000,0.000000,,,,Health Care,Health Care,N,,Werksmans,,,,Investec Bank,,,South Africa,,APN,APN,Common Stock,Common Stock,34870,108273,108273,34870,32073,32073,11292,,38.1258,38.1258,41280,41280,,2109.656,2201.721,2109.656,2201.721,2109.656,FY-specific (point-in-time),2109.656,FY-specific (point-in-time),2201.721,FY-specific (point-in-time),2201.721,FY-specific (point-in-time),551.14,2,2001-02-01,2009-03-31,200,30,3500,100,35.275,3.4,1837001.4,3411409.9,53.8487444736559,5.5970108718677,3586112.0,216546.0,108273.0,Large,Full (4/4),2005
184682235,M&A,2019/1/4,CIL SJ,HFPC/U CN,Completed,,"Cross Border, Majority Purchase",Helios Fairfax Partners Corp acquired Consolidated Infrastructure Group Ltd for ZAR 2293.45M. The transaction was announced on 1/4/2019 and completed on 3/18/2020.,ZAR,,Cash,,,,2020/3/18,16.62,,,0.000000,50.450001,,,No,Industrials,Financials,N,,,,,,,,Friendly,South Africa,Canada,CIL,HFPC/U,Common Stock,Common Stock,3168.57,4822.44,7975.07,1144.14,1095.9,,907.748,,62.281,,3003.47,,97.3647,5331.929,3136.518,643.83,-42.108,5331.929,FY-specific (point-in-time),643.83,FY-specific (point-in-time),3136.518,FY-specific (point-in-time),-42.108,FY-specific (point-in-time),2293.45,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,12797.509999999998,4822.44,Large,Full (4/4),2019
185660916,INV,2019/1/24,OCE SJ,BRT SJ,Completed,,Additional Stake Purchase,Tiger Brands Ltd sold Oceana Group Ltd to Brimstone Investment Corp Ltd for ZAR 581.44M. The transaction was announced on 1/24/2019 and completed on 3/20/2019.,ZAR,,Cash,,,,2019/3/20,,,,16.980000,5.900000,,,No,Consumer Staples,Consumer Staples,N,,Cliffe Dekker Ho,,,,Nedbank Ltd,,Friendly,South Africa,South Africa,OCE,BRT,Common Stock,Common Stock,9995,13556,4495.57,413.736,4564,,446,,36.6996,5.55264,4975,249.623,79.6875,10699.481,7657.311,10896.551,3376.655,10699.481,FY-specific (point-in-time),10896.551,FY-specific (point-in-time),7657.311,FY-specific (point-in-time),3376.655,FY-specific (point-in-time),581.44,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,18051.57,13556.0,Large,Full (4/4),2019
18604639,M&A,2005/7/5,AFL SJ,UUU CN,Completed,,"Company Takeover, Cross Border",Uranium One Inc acquired Aflease Gold and Uranium Resources Ltd for ZAR 1604.47M. The transaction was announced on 7/5/2005 and completed on 12/16/2005.,ZAR,,Stock,,,,2005/12/16,5.87,,,0.000000,100.000000,,,No,Materials,Materials,N,Latham & Watkins,,,,BMO Nesbitt/Nedbank Capital,RBC Capital Mkts,,Friendly,South Africa,Canada,AFL,UUU,Common Stock,Common Stock,16.128,337.258,80.894,,234.939,,12.979,,9.24722,13.3636,31.187,10.8104,,337.25799560546875,16.128000259399414,,,337.25799560546875,FY-specific (point-in-time),80.894,MA-screen (current/latest - NOT point-in-time),16.128000259399414,FY-specific (point-in-time),,Missing,1604.47,2,2001-02-01,2009-03-31,200,30,3500,100,35.275,3.4,1837001.4,3411409.9,53.8487444736559,5.5970108718677,3586112.0,418.152,337.258,Intermediate,Partial (3/4),2005
186612286,INV,2019/1/31,AAL LN,VEDL IN,Completed,,"Cross Border, Minority Purchase",Volcan Investments Ltd sold a minority stake in Anglo American PLC to Vedanta Ltd. The transaction was announced on 1/31/2019 and completed on 12/31/2018.,USD,,Cash,,,,2018/12/31,,,,0.000000,0.000000,,,No,Materials,Materials,N,,,,,,,,Friendly,South Africa,India,AAL,VEDL,Common Stock,Common Stock,331592,927647,420060,150857,1.16555e+06,148174,104256,,32.3445,79.7686,300043,335076,2.40056,52196,27610,1845850,909540,52196.0,FY-specific (point-in-time),1845850.0,FY-specific (point-in-time),27610.0,FY-specific (point-in-time),909540.0,FY-specific (point-in-time),2662.68,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,1347707.0,927647.0,Large,Full (4/4),2019
187259078,INV,2019/2/14,IMP SJ,INL SJ,Completed,,Minority Purchase,Investec Ltd acquired a minority stake in Impala Platinum Holdings Ltd. The transaction was completed on 2/14/2019. Financial terms of the transaction are undisclosed.,ZAR,,Undisclosed,,,,2019/2/14,,,,0.000000,15.083800,,,No,Materials,Financials,N,,,,,,,,Friendly,South Africa,South Africa,IMP,INL,Common Stock,Common Stock,135146,164710,1.43453e+06,111529,,,7551,,44.7854,,73766,,9.32369,66168,35854,57616.844,4309.538,66168.0,FY-specific (point-in-time),57616.844,FY-specific (point-in-time),35854.0,FY-specific (point-in-time),4309.538,FY-specific (point-in-time),,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,1599240.0,164710.0,Large,Full (4/4),2019
187906618,INV,2019/2/26,SHP SJ,SHP SJ,Withdrawn,,Minority Purchase,Thibault Square Financial Services Pty Ltd announced the sale of a minority stake in Shoprite Holdings Ltd to Shoprite Holdings Ltd. Financial terms of the transaction are undisclosed.,ZAR,Negotiation,Cash,2019/2/26,,,2019/8/26,,,,0.000000,32.299999,,,No,Consumer Staples,Consumer Staples,N,,,,,,,,Friendly,South Africa,South Africa,SHP,SHP,Common Stock,Common Stock,270775,130789,130789,270775,,,6027,,43.1435,43.1435,56427,56427,7.26896,78190,145104,78190,145104,78190.0,FY-specific (point-in-time),78190.0,FY-specific (point-in-time),145104.0,FY-specific (point-in-time),145104.0,FY-specific (point-in-time),,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,541550.0,270775.0,Large,Full (4/4),2019
18958812,M&A,2005/8/10,AFI SJ,SLM SJ,Completed,,"Company Takeover, Additional Stake Purchase",Sanlam Ltd acquired African Life Assurance Co Ltd for ZAR 2101.01M. The transaction was announced on 8/10/2005 and completed on 2/17/2006.,ZAR,,Cash,,,,2006/2/17,3.18,,,20.500000,79.500000,,,No,Financials,Financials,N,Edward Nathan,Jowell Glyn Mara,,,KPMG LLP,ABSA Bk Ltd,,Friendly,South Africa,South Africa,AFI,SLM,Common Stock,Common Stock,3604.3,13106,1.2957e+06,237116,,,,,,,,,,14266.2,2851.2,225280,67622,14266.2,FY-specific (point-in-time),225280.0,FY-specific (point-in-time),2851.2,FY-specific (point-in-time),67622.0,FY-specific (point-in-time),2101.02,2,2001-02-01,2009-03-31,200,30,3500,100,35.275,3.4,1837001.4,3411409.9,53.8487444736559,5.5970108718677,3586112.0,1308806.0,13106.0,Large,Full (4/4),2005
189995785,M&A,2019/3/28,UTR SJ,8015 JP,Completed,,"Cross Border, Majority Purchase",Steinhoff International Holdings NV sold Unitrans Ltd/South Africa to Toyota Tsusho Corp. The transaction was announced on 3/28/2019 and completed on 11/27/2019. Financial terms of the transaction are undisclosed.,EUR,,Undisclosed,,,,2019/11/27,,,,0.000000,74.900002,,,No,Industrials,Materials,N,,,,,,,,Friendly,South Africa,Japan,UTR,8015,Common Stock,Common Stock,13401.2,5078.01,912032,1.33472e+06,2622.32,280936,424.048,,63.087,63.3726,3203.57,577979,11.6908,,,4310043,6491035,5078.01,MA-screen (current/latest - NOT point-in-time),4310043.0,FY-specific (point-in-time),13401.2,MA-screen (current/latest - NOT point-in-time),6491035.0,FY-specific (point-in-time),,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,1348121.2,13401.2,Large,Full (4/4),2019
190868005,M&A,2019/7/8,AWA SJ,FTA SJ,Completed,,"Company Takeover, Additional Stake Purchase",Fairvest Ltd acquired Arrowhead Properties Ltd/Old for ZAR 1958.62M. The transaction was announced on 7/8/2019 and completed on 9/25/2019.,ZAR,Preliminary Offer,Stock,2019/4/10,,,2019/9/25,,,,53.299999,46.700001,,,No,Real Estate,Real Estate,N,,Cliffe Dekker Ho,,,Investec,Nedbank Ltd,,Friendly,South Africa,South Africa,AWA,FTA,REIT,REIT,2222.09,14434.1,15864,2182.11,,,,,,,605.902,326.42,15.123,17076.566894,2509.642212,17076.566894,2509.642212,17076.566894,FY-specific (point-in-time),17076.566894,FY-specific (point-in-time),2509.642212,FY-specific (point-in-time),2509.642212,FY-specific (point-in-time),1958.62,4,2017-10-01,2026-04-30,600,100,6600,190,77.8,4.14166666666667,5625206.5,4583667.1,122.722841281384,4.61352417603231,17459094.0,30298.1,14434.1,Large,Full (4/4),2019
19109766,INV,2005/8/29,612326Z SJ,SBK SJ,Completed,,Minority Purchase,Foschini Group Ltd/The sold a minority stake in BNP Paribas Personal Finance South Africa Ltd to Standard Bank Group Ltd. The transaction was announced on 8/29/2005 and completed on 11/30/2005.,ZAR,,Undisclosed,,,,2005/11/30,,,,0.000000,25.000000,,,No,Financials,Financials,N,,,,,,,,Friendly,South Africa,South Africa,612326Z,SBK,Private Comp,Common Stock,4237.01,14945.1,3.62085e+06,307016,,,,2.07947e+06,,,,,,,,620173,57793,14945.1,MA-screen (current/latest - NOT point-in-time),620173.0,FY-specific (point-in-time),4237.01,MA-screen (current/latest - NOT point-in-time),57793.0,FY-specific (point-in-time),358.00,2,2001-02-01,2009-03-31,200,30,3500,100,35.275,3.4,1837001.4,3411409.9,53.8487444736559,5.5970108718677,3586112.0,3635795.1,14945.1,Large,Full (4/4),2005
19162722,M&A,2005/9/2,BUF SJ,SIM SJ,Completed,,Bankruptcy/Liquidation,DRDGOLD Ltd sold Buffelsfontein Gold Mines Ltd to Simmer & Jack Mines Pty Ltd. The transaction was announced on 9/2/2005 and completed on 12/31/2005. Financial terms of the transaction are undisclosed.,ZAR,,Undisclosed,,,,2005/12/31,,,,0.000000,0.000000,,,No,Materials,Materials,N,,,,,,,,Friendly,South Africa,South Africa,BUF,SIM,Common Stock,Common Stock,1043.73,1658.81,42.978,,,0.576,2.74957,,9.1878,32.9657,152.408,14.168,,,,68.769,38.381001,1658.81,MA-screen (current/latest - NOT point-in-time),68.769,FY-specific (point-in-time),1043.73,MA-screen (current/latest - NOT point-in-time),38.381001,FY-specific (point-in-time),,2,2001-02-01,2009-03-31,200,30,3500,100,35.275,3.4,1837001.4,3411409.9,53.8487444736559,5.5970108718677,3586112.0,1701.788,1658.81,Intermediate,Partial (3/4),2005
19166486,INV,2005/9/2,CNC SJ,MUR SJ,Completed,,"Cross Border, Minority Purchase",HOCHTIEF AG sold a minority stake in Concor Ltd to Murray & Roberts Holdings Ltd. The transaction was announced on 9/2/2005 and completed on 7/4/2006.,ZAR,,Cash,,,,2006/7/4,,,,0.000000,49.990002,,,No,Industrials,Industrials,N,,,,,,,,Friendly,South Africa,South Africa,CNC,MUR,Common Stock,Common Stock,1624.1,814.995,8160.3,13452.4,425.56,,3.686,,69.3505,71.8001,565.203,5859.1,,,,6131.5,7803.4,814.995,MA-screen (current/latest - NOT point-in-time),6131.5,FY-specific (point-in-time),1624.1,MA-screen (current/latest - NOT point-in-time),7803.4,FY-specific (point-in-time),131.91,2,2001-02-01,2009-03-31,200,30,3500,100,35.275,3.4,1837001.4,3411409.9,53.8487444736559,5.5970108718677,3586112.0,15076.5,1624.1,Large,Full (4/4),2005
