Action ID,Deal Type,Announce Date,Target Ticker,Acquirer Ticker,Deal Status,Deal Offer,Deal Attributes,Deal Description,Currency of Deal,Proposed Deal Type,Payment Type,Proposal Date,Amendment Date,Competing Bid Date,Completion/Termination Date,Announced Premium,Competing Bid Premium,Current Premium,Percent Owned,Percent Sought,Target Termination Fee,Acquirer Termination Fee,Has Contingency Payment,Target Industry Sector,Acquirer Industry Sector,Adviser Fees Disclosed,Target Legal Adviser,Acquirer Legal Adviser,Legal Adviser to Target Financial,Legal Adviser to Acquirer Financial,Target Financial Adviser,Acquirer Financial Adviser,Acquirer Financial Adviser Fee,Nature of Bid,Target Country/Region,Acquirer Country/Region,Target Security Description,Acquirer Security Description,Target Security Type,Acquirer Security Type,Target Revenue,Target Total Assets,Acquirer Total Assets,Acquirer Revenue,Target Gross Fixed Assets,Acquirer Gross Fixed Assets,Target Other Current Assets,Acquirer Other Assets,Target Current Assets to Total Assets,Acquirer Current Assets to Total Assets,Target Current Assets Reported,Acquirer Current Assets Reported,Acquirer Other Assets to Total Assets,Target Total Assets (FY-Specific - BDP),Target Revenue (FY-Specific - BDP),Acquirer Total Assets (FY-Specific - BDP),Acquirer Revenue (FY-Specific - BDP),Target Total Assets (Best Available),Target Total Assets Source,Acquirer Total Assets (Best Available),Acquirer Total Assets Source,Target Revenue (Best Available),Target Revenue Source,Acquirer Revenue (Best Available),Acquirer Revenue Source,Announced Total Value (mil.),Regime No.,Regime Start,Regime End,Intermediate Combined (R'm),Intermediate Target (R'm),Large Combined (R'm),Large Target (R'm),CPI Index (Dec 2024=100),CPI YoY %,Nominal GDP (R million),"Real GDP (R million, 2015 prices)","GDP Deflator (Index, 2015=100)",GDP Deflator YoY %,Market Capitalisation (R million),"Combined Limb Value (best of 4 routes, R'm)","Target Limb Value (max of assets/turnover, R'm)",Classification,Data Completeness,Year
28693040,M&A,2007/11/1,PGD SJ,PZG SJ,Completed,,Company Takeover,Thistle Mining Inc sold President Steyn Gold Mines Ltd to Pamodzi Gold Ltd for ZAR 232.80M. The transaction was announced on 11/1/2007 and completed on 2/25/2008.,ZAR,,Cash and Stock,,,,2008/2/25,,,,0.000000,100.000000,,,No,Materials,Materials,N,,,,,,,,Friendly,South Africa,South Africa,PGD,PZG,Common Stock,Common Stock,48.145,,862.653,,,777.134,,,,6.13688,,52.94,,,,786.5269775390625,38.51499938964844,,Missing,786.5269775390625,FY-specific (point-in-time),48.145,MA-screen (current/latest - NOT point-in-time),38.51499938964844,FY-specific (point-in-time),232.80,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,910.798,48.145,Intermediate,Partial (2/4),2007
29572417,M&A,2007/1/16,SRL SJ,SAC SJ,Completed,,"Company Takeover, Tender Offer",SA Corporate Real Estate Ltd acquired SA Retail Properties Ltd for ZAR 3591.35M. The transaction was announced on 1/16/2007 and completed on 6/29/2007.,ZAR,,Stock,,,,2007/6/29,-1.77,,,0.000000,100.000000,,,No,Real Estate,Real Estate,N,,,,,,KPMG Corp Fin,,Friendly,South Africa,South Africa,SRL,SAC,Unit,REIT,296.704,1977.47,21463.5,2922.45,1784.03,,41.695,,6.8442,,135.342,771.525,,1977.468994140625,229.8000030517578,3168.719,478.98,1977.468994140625,FY-specific (point-in-time),3168.719,FY-specific (point-in-time),229.8000030517578,FY-specific (point-in-time),478.98,FY-specific (point-in-time),3591.35,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,23440.97,1977.47,Large,Full (4/4),2007
29574873,INV,2007/9/13,DSY SJ,RMH SJ,Completed,,Minority Purchase,FirstRand Ltd sold a minority stake in Discovery Ltd to RMB Holdings Ltd. The transaction was announced on 9/13/2007 and completed on 11/19/2007.,ZAR,,Cash,,,,2007/11/19,,,,0.000000,0.540000,,,No,Financials,Financials,N,,,,,,,,Friendly,South Africa,South Africa,DSY,RMH,Common Stock,Common Stock,63380,381673,720,13,,,,,,,,,,6792,5301,,,6792.0,FY-specific (point-in-time),720.0,MA-screen (current/latest - NOT point-in-time),5301.0,FY-specific (point-in-time),13.0,MA-screen (current/latest - NOT point-in-time),85.90,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,382393.0,381673.0,Large,Full (4/4),2007
29575013,INV,2007/9/13,DSY SJ,RMH SJ,Completed,,Additional Stake Purchase,Remgro Ltd sold Discovery Ltd to RMB Holdings Ltd for ZAR 710.03M. The transaction was announced on 9/13/2007 and completed on 11/19/2007.,ZAR,,Stock,,,,2007/11/19,,,,20.450001,4.560000,,,No,Financials,Financials,N,,,,,,KPMG Corp Fin,,Friendly,South Africa,South Africa,DSY,RMH,Common Stock,Common Stock,63380,381673,720,13,,,,,,,,,,6792,5301,,,6792.0,FY-specific (point-in-time),720.0,MA-screen (current/latest - NOT point-in-time),5301.0,FY-specific (point-in-time),13.0,MA-screen (current/latest - NOT point-in-time),710.02,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,382393.0,381673.0,Large,Full (4/4),2007
30805255,INV,2007/6/5,RCL SJ,REM SJ,Completed,,"Additional Stake Purchase, Tender Offer",Remgro Ltd acquired RCL Foods Ltd/South Africa for ZAR 584.65M. The transaction was announced on 6/5/2007 and completed on 7/4/2007.,ZAR,,Cash or Stock,,,,2007/7/4,-3.95,,,61.500000,12.600000,,,No,Consumer Staples,Financials,N,,,,,,,,Friendly,South Africa,South Africa,RCL,REM,Common Stock,Common Stock,24498.6,18362,142174,51506,,,13.956,,43.8066,21.0383,8043.76,29911,,2745.789,4101.454,41336,9802,2745.789,FY-specific (point-in-time),41336.0,FY-specific (point-in-time),4101.454,FY-specific (point-in-time),9802.0,FY-specific (point-in-time),584.65,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,166672.6,24498.6,Large,Full (4/4),2007
31210679,M&A,2008/4/16,IST SJ,BA/ LN,Completed,,"Company Takeover, Cross Border, Private Equity, PE Exit, PE Seller",Ethos Private Equity Pty Ltd sold IST Group Ltd to BAE Systems PLC. The transaction was announced on 4/16/2008 and completed on 8/21/2008. Financial terms of the transaction are undisclosed.,ZAR,,Undisclosed,,,,2008/8/21,,,,0.000000,100.000000,,,No,"Financials, Industrials",Industrials,N,,,,,,,,Friendly,South Africa,United Kingdom,IST,BA/,Common Stock,Common Stock,320.207,235.739,839707,667760,77.355,253880,5.204,,56.7284,32.2381,133.731,270706,,,,20260,14309,235.739,MA-screen (current/latest - NOT point-in-time),20260.0,FY-specific (point-in-time),320.207,MA-screen (current/latest - NOT point-in-time),14309.0,FY-specific (point-in-time),,2,2001-02-01,2009-03-31,200,30,3500,100,44.1333333333334,11.525,2611630.8,3916816.2,66.6773896615317,7.85033075191064,4541938.0,840027.207,320.207,Large,Full (4/4),2008
32060126,INV,2008/6/9,TOY SJ,7203 JP,Completed,,"Cross Border, Minority Purchase",Wesco Investments Ltd sold a minority stake in Toyota South Africa Pty Ltd to Toyota Motor Corp. The transaction was announced on 6/9/2008 and completed on 8/5/2008.,ZAR,,Cash,,,,2008/8/5,,,,0.000000,25.000000,,,No,Consumer Discretionary,Consumer Discretionary,N,,,,,,,,Friendly,South Africa,Japan,TOY,7203,Common Stock,Common Stock,7718.39,3725.34,1.12909e+07,5.8511e+06,2133.35,4.00957e+06,194.398,,53.9881,40.583,2011.24,4.58218e+06,,,,32574779,23948091,3725.34,MA-screen (current/latest - NOT point-in-time),32574779.0,FY-specific (point-in-time),7718.39,MA-screen (current/latest - NOT point-in-time),23948091.0,FY-specific (point-in-time),2139.32,2,2001-02-01,2009-03-31,200,30,3500,100,44.1333333333334,11.525,2611630.8,3916816.2,66.6773896615317,7.85033075191064,4541938.0,11298618.39,7718.39,Large,Full (4/4),2008
32451176,INV,2008/5/27,LBH SJ,SBK SJ,Completed,,"Additional Stake Purchase, Tender Offer",Standard Bank Group Ltd acquired Liberty Holdings Ltd for ZAR 4080.31M. The transaction was announced on 5/27/2008 and completed on 7/21/2008.,ZAR,,Cash,,,,2008/7/21,19.99,,,59.169998,37.910000,,,No,Financials,Financials,N,Werksmans,Bowman Gilfill,,,Morgan Stanley,Deutsche Bank/Goldman Sachs/Standard Bank of,,Friendly,South Africa,South Africa,LBH,SBK,Common Stock,Common Stock,40980,489476,3.62085e+06,307016,,,,2.07947e+06,,,,,,220647,29357,1182126,102996,220647.0,FY-specific (point-in-time),1182126.0,FY-specific (point-in-time),29357.0,FY-specific (point-in-time),102996.0,FY-specific (point-in-time),4080.30,2,2001-02-01,2009-03-31,200,30,3500,100,44.1333333333334,11.525,2611630.8,3916816.2,66.6773896615317,7.85033075191064,4541938.0,4110326.0,489476.0,Large,Full (4/4),2008
32922171,M&A,2008/8/7,CUH SJ,BFS SJ,Completed,,Company Takeover,Blue Financial Services Ltd acquired Credit U Holdings Ltd for ZAR 317.00M. The transaction was announced on 8/7/2008 and completed on 12/17/2008.,ZAR,,Stock,,,,2008/12/17,33.09,,,0.000000,100.000000,,,No,Financials,Financials,N,,,,,,Psg Absolute,,Friendly,South Africa,South Africa,CUH,BFS,Common Stock,Common Stock,204.559,182.523,1426.64,553.082,15.869,,121.068,,83.6821,,152.739,,,182.5229949951172,204.5590057373047,,202.5201,182.5229949951172,FY-specific (point-in-time),1426.64,MA-screen (current/latest - NOT point-in-time),204.5590057373047,FY-specific (point-in-time),202.5201,FY-specific (point-in-time),317.00,2,2001-02-01,2009-03-31,200,30,3500,100,44.1333333333334,11.525,2611630.8,3916816.2,66.6773896615317,7.85033075191064,4541938.0,1631.199,204.559,Intermediate,Full (4/4),2008
33045249,INV,2008/8/19,RPF SJ,OML LN,Completed,,"Cross Border, Minority Purchase",Om Residual UK Ltd acquired a minority stake in Real People Finance Ltd. The transaction was completed on 08/19/2008. Financial terms of the transaction are undisclosed.,ZAR,,Undisclosed,,,,2008/8/19,,,,0.000000,25.000000,,,No,Financials,Financials,N,,,,,,,,Friendly,South Africa,United Kingdom,RPF,OML,Common Stock,Common Stock,177.185,,910113,174991,,,,,,,,,,,,142740,15618,,Missing,142740.0,FY-specific (point-in-time),177.185,MA-screen (current/latest - NOT point-in-time),15618.0,FY-specific (point-in-time),,2,2001-02-01,2009-03-31,200,30,3500,100,44.1333333333334,11.525,2611630.8,3916816.2,66.6773896615317,7.85033075191064,4541938.0,910290.185,177.185,Large,Partial (3/4),2008
33271163,M&A,2008/9/4,LGL SJ,LBH SJ,Completed,,"Company Takeover, Additional Stake Purchase",Liberty Holdings Ltd acquired Liberty Group Ltd for ZAR 29492.37M. The transaction was announced on 9/4/2008 and completed on 12/1/2008.,ZAR,,Stock,,,,2008/12/1,193.30,,,51.200001,48.799999,,,No,Financials,Financials,N,Werksmans,Werksmans,,,,,,Friendly,South Africa,South Africa,LGL,LBH,Common Stock,Common Stock,74224,569778,489476,40980,,,,,,,,,,221255,50403,220647,29357,221255.0,FY-specific (point-in-time),220647.0,FY-specific (point-in-time),50403.0,FY-specific (point-in-time),29357.0,FY-specific (point-in-time),29492.37,2,2001-02-01,2009-03-31,200,30,3500,100,44.1333333333334,11.525,2611630.8,3916816.2,66.6773896615317,7.85033075191064,4541938.0,1059254.0,569778.0,Large,Full (4/4),2008
33272375,INV,2008/9/4,NPK SJ,BVT SJ,Terminated,,"Additional Stake Purchase, Tender Offer",Bidvest Group Ltd/The announced the acquisition of Nampak Ltd for ZAR 2356.01M. The transaction was announced on 9/4/2008 and terminated on 10/8/2008.,ZAR,,Stock,,,,2008/10/8,-1.59,,,5.000000,25.000000,,,No,Materials,Consumer Staples,N,,Dla Piper Llp,,,,,,Friendly,South Africa,South Africa,NPK,BVT,Common Stock,Common Stock,10726.8,10992.4,122623,130321,7993.5,40740.4,1223.4,,54.7142,43.1532,6014.4,52915.8,,13032.6,17014.4,32847.93,95655.509,13032.6,FY-specific (point-in-time),32847.93,FY-specific (point-in-time),17014.4,FY-specific (point-in-time),95655.509,FY-specific (point-in-time),2356.01,2,2001-02-01,2009-03-31,200,30,3500,100,44.1333333333334,11.525,2611630.8,3916816.2,66.6773896615317,7.85033075191064,4541938.0,141313.4,10992.4,Large,Full (4/4),2008
33515744,INV,2008/7/31,783608Z SJ,184023Z SJ,Completed,,Minority Purchase,Public Investment Corp Ltd acquired a minority stake in AfriSam South Africa Pty Ltd. The transaction was announced on 7/31/2008 and completed on 8/31/2008.,ZAR,,Cash,,,,2008/8/31,,,,0.000000,0.000000,,,No,Materials,Financials,N,White & Case LLP,,,,,,,Friendly,South Africa,South Africa,783608Z,184023Z,Private Comp,Private Comp,6843.75,17859.6,4617.25,1261.76,4035.82,185.389,52.845,,7.37279,85.5959,1316.75,3952.18,,17020.060546875,6243.47509765625,128.304,111.956,17020.060546875,FY-specific (point-in-time),128.304,FY-specific (point-in-time),6243.47509765625,FY-specific (point-in-time),111.956,FY-specific (point-in-time),6.00,2,2001-02-01,2009-03-31,200,30,3500,100,44.1333333333334,11.525,2611630.8,3916816.2,66.6773896615317,7.85033075191064,4541938.0,22476.85,17859.6,Large,Full (4/4),2008
33795939,M&A,2008/10/9,VOD SJ,VOD LN,Completed,,"Cross Border, Majority Purchase, Additional Stake Purchase",Telkom SA SOC Ltd sold Vodacom Group Ltd to Vodafone Group PLC for ZAR 22500.00M. The transaction was announced on 10/9/2008 and completed on 4/20/2009.,ZAR,,Cash,,,,2009/4/20,,,,50.000000,15.000000,,,No,Communications,Communications,N,,Linklaters/Paul Hastings,,,,UBS,,Friendly,South Africa,United Kingdom,VOD,VOD,Common Stock,Common Stock,167652,276433,2.5496e+06,813593,167971,1.59317e+06,11652,,31.2926,21.0071,86503,535597,,28470.2,41146.4,161400.0708,45894.26303999999,28470.2,FY-specific (point-in-time),161400.0708,FY-specific (point-in-time),41146.4,FY-specific (point-in-time),45894.26303999999,FY-specific (point-in-time),22500.03,2,2001-02-01,2009-03-31,200,30,3500,100,44.1333333333334,11.525,2611630.8,3916816.2,66.6773896615317,7.85033075191064,4541938.0,2826033.0,276433.0,Large,Full (4/4),2008
34053878,INV,2008/10/30,BDM SJ,BRAIT LX,Completed,,"Private Equity, Additional Stake Purchase",Brait PLC acquired Buildmax Ltd for ZAR 132.00M. The transaction was announced on 10/30/2008 and completed on 12/31/2008.,ZAR,,Cash,,,,2008/12/31,6.23,,,12.950000,11.650000,,,No,Materials,Financials,N,,Read Hope Philli,,,,,,Friendly,South Africa,South Africa,BDM,BRAIT,Common Stock,Common Stock,910.462,534.318,15445,1796,785.693,,29.81,,25.68,,137.213,2,,66.81999969482422,114.85700225830078,2322.2,746.7,66.81999969482422,FY-specific (point-in-time),2322.2,FY-specific (point-in-time),114.85700225830078,FY-specific (point-in-time),746.7,FY-specific (point-in-time),132.00,2,2001-02-01,2009-03-31,200,30,3500,100,44.1333333333334,11.525,2611630.8,3916816.2,66.6773896615317,7.85033075191064,4541938.0,16355.462,910.462,Large,Full (4/4),2008
34153411,M&A,2008/11/5,MYT SJ,CPF SJ,Completed,,Company Takeover,Capital Property Fund Ltd acquired Monyetla Property Fund Ltd for ZAR 919.90M. The transaction was announced on 11/5/2008 and completed on 1/19/2009.,ZAR,,Stock,,,,2009/1/19,-11.24,,,0.000000,100.000000,,,No,Real Estate,Real Estate,N,,,,,,Java Capital,,Friendly,South Africa,South Africa,MYT,CPF,Unit,REIT,151.191,1296.07,,2038.25,0.185,,73.684,,5.99658,,77.72,,,1081.987060546875,81.19100189208984,3256.86,336.794,1081.987060546875,FY-specific (point-in-time),3256.86,FY-specific (point-in-time),81.19100189208984,FY-specific (point-in-time),336.794,FY-specific (point-in-time),919.90,2,2001-02-01,2009-03-31,200,30,3500,100,44.1333333333334,11.525,2611630.8,3916816.2,66.6773896615317,7.85033075191064,4541938.0,3334.3199999999997,1296.07,Intermediate,Partial (3/4),2008
34848999,M&A,2008/7/30,GGM SJ,DCPL MP,Completed,,"Company Takeover, Cross Border, Additional Stake Purchase, Tender Offer",Agape Global Investments Ltd acquired Goliath Gold Mining Ltd. The transaction was completed on 7/30/2008. Financial terms of the transaction are undisclosed.,ZAR,,Undisclosed,,,,2008/7/30,,,,57.099998,42.900002,,,No,Materials,Financials,N,,,,,,,,Friendly,South Africa,NORTHERN MARIANA ISLANDS,GGM,DCPL,Common Stock,Common Stock,,168.204,21.2165,,118.002,,5.488,,3.84236,,6.463,21.2165,,55.34600067138672,135.75999450683594,16.479127883911133,2.6316299438476562,55.34600067138672,FY-specific (point-in-time),16.479127883911133,FY-specific (point-in-time),135.75999450683594,FY-specific (point-in-time),2.6316299438476562,FY-specific (point-in-time),,2,2001-02-01,2009-03-31,200,30,3500,100,44.1333333333334,11.525,2611630.8,3916816.2,66.6773896615317,7.85033075191064,4541938.0,189.4205,168.204,Small,Partial (2/4),2008
35394308,M&A,2007/4/23,JCD SJ,RNG SJ,Terminated,,"Company Takeover, Cross Border",Randgold & Exploration Co Ltd announced the acquisition of JCI Ltd for ZAR 21.38M. The transaction was announced on 4/23/2007 and terminated on 4/23/2007.,ZAR,,Stock,,,,2007/4/23,,,,0.000000,100.000000,,,No,Materials,Materials,N,,,,,,,,Friendly,South Africa,South Africa,JCD,RNG,Common Stock,Common Stock,227.79,2507.77,50.495,,,0.181,369.061,,25.9318,99.9148,650.309,50.452,,,,,,2507.77,MA-screen (current/latest - NOT point-in-time),50.495,MA-screen (current/latest - NOT point-in-time),227.79,MA-screen (current/latest - NOT point-in-time),,Missing,21.38,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,2558.265,2507.77,Intermediate,Partial (3/4),2007
35845511,M&A,2009/1/15,MDN SJ,RDF SJ,Completed,,Company Takeover,Redefine Properties Ltd acquired Madison Property Fund Managers Holdings Pty Ltd for ZAR 1152.89M. The transaction was announced on 1/15/2009 and completed on 8/18/2009.,ZAR,,Stock,,,,2009/8/18,-12.85,,,0.000000,100.000000,,,No,Financials,Real Estate,N,,,,,Grant Thornton,,,Friendly,South Africa,South Africa,MDN,RDF,Unit,REIT,195.893,451.155,106323,11007.4,2.964,,5.36,,24.0268,,108.398,3018.73,,451.155,195.893,,,451.155,FY-specific (point-in-time),106323.0,MA-screen (current/latest - NOT point-in-time),195.893,FY-specific (point-in-time),11007.4,MA-screen (current/latest - NOT point-in-time),1152.90,2,2001-02-01,2009-03-31,200,30,3500,100,47.0166666666667,7.14166666666667,2794228.4,3856572.1,72.4536797846979,8.66304177846167,5929063.0,106774.155,451.155,Large,Full (4/4),2009
36236416,BUY,2008/12/15,CEL SJ,CEL SJ,Pending,,,,ZAR,,,,,,,46.84,,,0.000000,0.000000,,,,Technology,Technology,N,,,,,,,,,South Africa,,CEL,CEL,Common Stock,Common Stock,1012.57,191.832,191.832,1012.57,15.126,15.126,11.987,,49.2092,49.2092,94.399,94.399,,152.46299743652344,694,152.46299743652344,694,152.46299743652344,FY-specific (point-in-time),152.46299743652344,FY-specific (point-in-time),694.0,FY-specific (point-in-time),694.0,FY-specific (point-in-time),57.81,2,2001-02-01,2009-03-31,200,30,3500,100,44.1333333333334,11.525,2611630.8,3916816.2,66.6773896615317,7.85033075191064,4541938.0,2025.14,1012.57,Intermediate,Full (4/4),2008
36718562,M&A,2009/4/9,CMP SJ,AIP SJ,Terminated,,Company Takeover,Adcock Ingram Holdings Ltd announced the acquisition of Cipla Medpro South Africa Ltd for ZAR 2420.75M. The transaction was announced on 4/9/2009 and terminated on 6/2/2009.,ZAR,,Cash,,,,2009/6/2,33.88,,,0.000000,100.000000,,,No,Health Care,Health Care,N,A&O Shearman LLP,Read Hope Philli,,,,Deutsche Bank,,Friendly,South Africa,South Africa,CMP,AIP,Common Stock,Common Stock,2297.22,3012.93,8735.68,9760.33,520.269,2967.08,172.732,,36.249,60.0069,1092.16,5242.02,,2155.295,994.892,2712.879,1758.808,2155.295,FY-specific (point-in-time),2712.879,FY-specific (point-in-time),994.892,FY-specific (point-in-time),1758.808,FY-specific (point-in-time),2420.76,3,2009-04-01,2017-09-30,560,80,6600,190,47.0166666666667,7.14166666666667,2794228.4,3856572.1,72.4536797846979,8.66304177846167,5929063.0,12773.26,3012.93,Large,Full (4/4),2009
37594888,BUY,2009/5/28,KDV SJ,KDV SJ,Pending,,,,ZAR,,,,,,,8.57,,,0.000000,0.000000,,,,Industrials,Industrials,N,,,,,,Java Capital,,,South Africa,,KDV,KDV,Common Stock,Common Stock,1025.32,537.43,537.43,1025.32,183.195,183.195,4.81923,,72.1732,72.1732,387.881,387.881,,209.400629,440.446378,209.400629,440.446378,209.400629,FY-specific (point-in-time),209.400629,FY-specific (point-in-time),440.446378,FY-specific (point-in-time),440.446378,FY-specific (point-in-time),112.19,3,2009-04-01,2017-09-30,560,80,6600,190,47.0166666666667,7.14166666666667,2794228.4,3856572.1,72.4536797846979,8.66304177846167,5929063.0,2050.64,1025.32,Intermediate,Full (4/4),2009
39211729,M&A,2009/8/14,IBLP SJ,NED SJ,Completed,,"Company Takeover, Additional Stake Purchase",Imperial Logistics Ltd sold IBL Asset Finance & Services Pty Ltd to Nedbank Group Ltd for ZAR 1780.00M. The transaction was announced on 8/14/2009 and completed on 3/12/2010.,ZAR,,Cash and Stock,,,,2010/3/12,,,,50.099998,49.900002,,,No,Financials,Financials,N,,,,,,,,Friendly,South Africa,South Africa,IBLP,NED,Preference,Common Stock,6519.35,48768.1,1.55863e+06,164033,,,,589215,,,,,,48768.09375,6519.34814453125,567023,68715,48768.09375,FY-specific (point-in-time),567023.0,FY-specific (point-in-time),6519.34814453125,FY-specific (point-in-time),68715.0,FY-specific (point-in-time),1780.00,3,2009-04-01,2017-09-30,560,80,6600,190,47.0166666666667,7.14166666666667,2794228.4,3856572.1,72.4536797846979,8.66304177846167,5929063.0,1607398.1,48768.1,Large,Full (4/4),2009
39325814,M&A,2009/8/20,LHG SJ,TBG SJ,Completed,,"Cross Border, Majority Purchase, Additional Stake Purchase",Tiso Blackstar Group SE acquired Litha Healthcare Group Ltd for ZAR 59.90M. The transaction was announced on 8/20/2009 and completed on 5/17/2010.,ZAR,,Cash,,,,2010/5/17,30.47,,,13.650000,37.349998,,,No,Health Care,Financials,N,,,,,,,,Friendly,South Africa,United Kingdom,LHG,TBG,Common Stock,Common Stock,1045.33,1944.3,3837.64,2209.25,99.704,963.062,49.945,,33.2892,17.8318,647.241,684.322,,178.128,227.153,,,178.128,FY-specific (point-in-time),3837.64,MA-screen (current/latest - NOT point-in-time),227.153,FY-specific (point-in-time),2209.25,MA-screen (current/latest - NOT point-in-time),59.90,3,2009-04-01,2017-09-30,560,80,6600,190,47.0166666666667,7.14166666666667,2794228.4,3856572.1,72.4536797846979,8.66304177846167,5929063.0,5781.94,1944.3,Intermediate,Full (4/4),2009
40052443,INV,2009/8/11,KAL SJ,ZED SJ,Completed,,Additional Stake Purchase,Zeder Investments Ltd acquired KAL Group Ltd for USD 2.50M. The transaction was announced on 8/11/2009 and completed on 8/31/2009.,USD,,Cash,,,,2009/8/31,,,,34.900002,1.300000,,,No,Consumer Staples,Consumer Staples,N,,Werksmans,,,KPMG Corp Fin,,,Friendly,South Africa,South Africa,KAL,ZED,Common Stock,Common Stock,20305.2,8229.85,2389,15,2572.75,,340.643,,52.6082,,4329.58,,,,,1604.525,168.882,8229.85,MA-screen (current/latest - NOT point-in-time),1604.525,FY-specific (point-in-time),20305.2,MA-screen (current/latest - NOT point-in-time),168.882,FY-specific (point-in-time),20.34,3,2009-04-01,2017-09-30,560,80,6600,190,47.0166666666667,7.14166666666667,2794228.4,3856572.1,72.4536797846979,8.66304177846167,5929063.0,22694.2,20305.2,Large,Full (4/4),2009
43736834,INV,2010/3/11,MIX SJ,IPL SJ,Completed,,Minority Purchase,Imperial Logistics Ltd acquired a minority stake in MiX Telematics Ltd. The transaction was completed on 3/11/2010. Financial terms of the transaction are undisclosed.,ZAR,,Cash,,,,2010/3/11,,,,0.000000,25.400000,,,No,Technology,Consumer Discretionary,N,,,,,,,,Friendly,South Africa,South Africa,MIX,IPL,Common Stock,Common Stock,2465.63,3131.15,30329,52208,1529.74,12529,190.302,,39.497,53.4703,1236.71,16217,,115.94831737999999,110.01038124879311,33315,52219,115.94831737999999,FY-specific (point-in-time),33315.0,FY-specific (point-in-time),110.01038124879311,FY-specific (point-in-time),52219.0,FY-specific (point-in-time),,3,2009-04-01,2017-09-30,560,80,6600,190,49.0333333333333,4.28333333333333,3055613.2,3973801.6,76.8939546453452,6.12843250176096,6698700.0,55339.15,3131.15,Large,Full (4/4),2010
